name,ticker,industry,NIFTY closing,Date,Market Capitalisation,EPS,P/E,P/B,Beta,Industry PE,Industry PB,Risk_Score,risk,alt-score
Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,Drugs & pharmaceuticals,17359.75,31-03-2023,224420.64,35.75,37.05,12.8,0.56,25.0,3.5,0.875857143,Non risky,4.756181153
Graphite India Ltd.,GRAPHITE,Refractories,17359.75,31-03-2023,51295.86,17.77,14.77,1.11,1.67,15.0,2.0,1.567333333,Non risky,1.09187122
Grasim Industries Ltd.,GRASIM,Man-made filaments & fibres,17359.75,31-03-2023,1075022.13,33.72,48.41,2.29,1.25,15.0,2.0,0.749666667,Non risky,0.187782453
Great Eastern Shipping Co. Ltd.,GESHIP,Shipping transport services,17359.75,31-03-2023,92020.57,156.56,4.12,1.08,0.83,15.0,2.0,17.01133333,Investment Worthy,1.7296622
Gujarat Fluorochemicals Ltd.,FLUOROCHEM,Other chemical products,17359.75,31-03-2023,331768.97,123.4,24.48,6.0,1.41,20.0,3.0,10.706,Investment Worthy,3.772111055
H C L Technologies Ltd.,HCLTECH,Computer software,17359.75,31-03-2023,2945005.05,41.62,26.08,7.16,0.81,30.0,5.0,4.050666667,Investment Worthy,4.514196893
H D F C Asset Mgmt. Co. Ltd.,HDFCAMC,Asset management services (mutual funds),17359.75,31-03-2023,364497.4,66.71,25.6,5.97,1.08,18.0,2.5,4.780777778,Investment Worthy,5.294072041
H D F C Bank Ltd.,HDFCBANK,Banking services,17359.75,31-03-2023,8980875.0,72.3,22.26,3.21,0.93,12.5,1.5,5.3792,Investment Worthy,0.314143261
H E G Ltd.,HEG,Refractories,17359.75,31-03-2023,35534.88,116.44,7.91,0.87,1.76,15.0,2.0,11.92166667,Investment Worthy,1.349363578
H F C L Ltd.,HFCL,Industrial construction,17359.75,31-03-2023,83974.37,1.85,32.98,2.84,1.45,17.0,2.0,-1.625,Moderately risky,2.169965546
H L E Glascoat Ltd.,HLEGLAS,Other ferrous metal products,17359.75,31-03-2023,34460.41,7.97,63.32,10.9,1.22,16.0,2.0,-6.8305,Highly risky,4.711991088
Happiest Minds Technologies Ltd.,HAPPSTMNDS,Computer software,17359.75,31-03-2023,112769.18,14.68,52.32,13.64,1.19,30.0,5.0,-1.194,Moderately risky,6.694199552
Hatsun Agro Product Ltd.,HATSUN,Dairy products,17359.75,31-03-2023,187643.14,7.2,116.98,13.02,0.78,16.0,2.0,-10.88125,Highly risky,5.79939152
Hero Motocorp Ltd.,HEROMOTOCO,Two & three wheelers,17359.75,31-03-2023,469093.76,145.6,16.12,2.81,0.98,16.0,2.0,14.1675,Investment Worthy,2.985040441
Hikal Ltd.,HIKAL,Drugs & pharmaceuticals,17359.75,31-03-2023,34727.66,6.36,44.31,3.06,1.3,25.0,3.5,-0.310685714,Moderately risky,1.864670725
Hitachi Energy India Ltd.,POWERINDIA,"Generators, transformers & switchgears",17359.75,31-03-2023,141698.89,18.51,180.67,11.66,0.33,17.0,2.2,-11.40664706,Highly risky,3.627288359
Home First Finance Co. India Ltd.,HOMEFIRST,Housing finance services,17359.75,31-03-2023,65356.85,26.0,28.56,3.6,0.6,15.0,2.0,1.296,Non risky,0.987890336
Housing & Urban Devp. Corpn. Ltd.,HUDCO,Other asset financing services,17359.75,31-03-2023,86582.18,8.12,5.32,0.56,1.44,15.0,1.8,1.706222222,Non risky,0.584146714
I C I C I Bank Ltd.,ICICIBANK,Banking services,17359.75,31-03-2023,6125675.1,44.55,19.69,3.1,1.38,12.5,1.5,2.433133333,Non risky,0.226729291
I C I C I Securities Ltd.,ISEC,Diversified financial services,17359.75,31-03-2023,138203.53,34.21,12.51,4.96,1.24,18.0,2.5,2.502,Non risky,0.947586646
I D F C First Bank Ltd.,IDFCFIRSTB,Banking services,17359.75,31-03-2023,364327.61,1.38,39.78,1.42,1.57,12.5,1.5,-2.561066667,Highly risky,0.240016968
I D F C Ltd.,IDFC,Other fund based financial services,17359.75,31-03-2023,125678.78,12.67,6.2,1.32,1.54,15.0,1.8,1.580333333,Non risky,1.26153785
I F B Industries Ltd.,IFBIND,Other domestic appliances,17359.75,31-03-2023,29882.61,3.59,205.24,4.56,1.18,16.0,2.0,-12.9285,Highly risky,3.8149543
I I F L Finance Ltd.,IIFL,Other fund based financial services,17359.75,31-03-2023,185688.07,18.31,26.66,3.63,1.46,15.0,1.8,-0.423,Moderately risky,0.823778825
I R B Infrastructure Developers Ltd.,IRB,Infrastructural construction,17359.75,31-03-2023,151880.85,0.62,40.8,1.73,1.72,17.0,2.0,-1.923,Highly risky,1.026316507
I T C Ltd.,ITC,Tobacco products,17359.75,31-03-2023,4766144.8,15.05,25.49,7.05,0.59,15.0,2.0,-1.309333333,Moderately risky,5.006426587
Indiabulls Housing Finance Ltd.,IBULHSGFIN,Housing finance services,17359.75,31-03-2023,45909.93,14.13,6.89,0.29,2.4,15.0,2.0,1.408666667,Non risky,0.401753453
Indiamart Intermesh Ltd.,INDIAMART,Online marketplaces,17359.75,31-03-2023,153677.51,90.23,55.63,7.44,0.91,30.0,4.5,7.605333333,Investment Worthy,2.883140585
Indian Hotels Co. Ltd.,INDHOTEL,Hotels & restaurants,17359.75,31-03-2023,460706.85,6.04,53.66,5.21,1.28,20.0,3.0,-2.095666667,Highly risky,3.531616022
Indian Oil Corpn. Ltd.,IOC,Refinery,17359.75,31-03-2023,1100044.47,5.85,13.31,0.81,0.98,12.0,1.5,0.955833333,Non risky,2.353875865
Indian Railway Catering & Tourism Corpn. Ltd.,IRCTC,Railway transport services,17359.75,31-03-2023,458240.0,12.27,46.68,18.49,1.18,15.0,2.0,-9.31,Highly risky,6.52544102
Indian Railway Finance Corpn. Ltd.,IRFC,Other asset financing services,17359.75,31-03-2023,347622.26,4.82,5.51,0.76,0.74,15.0,1.8,1.952444444,Non risky,0.661469841
Indigo Paints Ltd.,INDIGOPNTS,Paints & varnishes,17359.75,31-03-2023,47985.64,24.09,41.86,6.18,0.57,20.0,3.0,0.686,Moderately risky,5.484317256
Indus Towers Ltd.,INDUSTOWER,Telecommunication services,17359.75,31-03-2023,385375.98,9.4,15.22,1.82,0.83,12.5,1.5,0.679066667,Moderately risky,1.181481385
Indusind Bank Ltd.,INDUSINDBK,Banking services,17359.75,31-03-2023,828617.28,95.28,11.21,1.53,2.06,12.5,1.5,8.5512,Investment Worthy,0.118362907
Ingersoll-Rand (India) Ltd.,INGERRAND,General purpose machinery,17359.75,31-03-2023,82675.01,57.69,45.39,14.3,0.69,17.0,2.0,-1.741,Highly risky,8.020591932
Ipca Laboratories Ltd.,IPCALAB,Drugs & pharmaceuticals,17359.75,31-03-2023,205589.21,19.23,42.13,3.5,0.5,25.0,3.5,1.7378,Non risky,2.299454084
Ircon International Ltd.,IRCON,Industrial construction,17359.75,31-03-2023,52668.88,7.01,7.99,1.02,0.83,17.0,2.0,1.891,Non risky,1.145881844
J B Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,Drugs & pharmaceuticals,17359.75,31-03-2023,152925.19,50.18,39.38,6.26,0.61,25.0,3.5,4.044228571,Investment Worthy,4.15955898
J B M Auto Ltd.,JBMA,Other automobile ancillaries,17359.75,31-03-2023,76151.15,10.29,62.59,7.61,1.52,16.0,2.0,-5.207875,Highly risky,4.884921265
J K Cement Ltd.,JKCEMENT,Cement,17359.75,31-03-2023,225909.19,74.41,39.29,4.81,1.08,17.5,2.5,5.191857143,Investment Worthy,2.234479711
J K Lakshmi Cement Ltd.,JKLAKSHMI,Cement,17359.75,31-03-2023,93124.09,28.16,28.1,3.42,1.14,17.5,2.5,1.702285714,Non risky,1.911263989
J K Paper Ltd.,JKPAPER,Paper & newsprint,17359.75,31-03-2023,64660.87,54.09,7.06,1.71,1.5,13.5,1.6,5.317287037,Investment Worthy,1.94300465
J M Financial Ltd.,JMFINANCIL,Other fund based financial services,17359.75,31-03-2023,56906.31,2.81,21.18,1.49,1.36,15.0,1.8,-0.318777778,Moderately risky,1.225494591
J S W Energy Ltd.,JSWENERGY,Conventional electricity,17359.75,31-03-2023,396120.13,3.41,70.55,2.91,1.1,15.0,1.8,-4.079,Highly risky,1.781373516
J S W Steel Ltd.,JSWSTEEL,Steel,17359.75,31-03-2023,1663289.38,19.57,35.16,2.62,1.39,15.5,1.9,-0.080334465,Moderately risky,1.195437013
Jamna Auto Inds. Ltd.,JAMNAAUTO,Other automobile ancillaries,17359.75,31-03-2023,39743.6,3.78,26.34,5.15,1.37,16.0,2.0,-2.21325,Highly risky,5.075789153
Jubilant Ingrevia Ltd.,JUBLINGREA,Drugs & pharmaceuticals,17359.75,31-03-2023,57333.25,16.0,22.5,2.66,1.61,25.0,3.5,1.33,Non risky,2.054088434
Jubilant Pharmova Ltd.,JUBLPHARMA,Other fund based financial services,17359.75,31-03-2023,44415.55,3.23,86.34,1.84,1.41,15.0,1.8,-4.865222222,Highly risky,1.593585909
K E C International Ltd.,KEC,Other construction & allied activities,17359.75,31-03-2023,117322.28,8.73,52.26,2.96,1.05,16.0,2.0,-1.92325,Highly risky,1.511522333
K N R Constructions Ltd.,KNRCON,Infrastructural construction,17359.75,31-03-2023,71349.22,13.95,18.19,2.61,1.05,17.0,2.0,0.97,Non risky,2.548184695
K P I T Technologies Ltd.,KPITTECH,Computer software,17359.75,31-03-2023,253610.44,10.2,90.74,18.28,1.24,30.0,5.0,-3.900666667,Highly risky,10.64886587
K P R Mill Ltd.,KPRMILL,Other textiles,17359.75,31-03-2023,197602.67,17.74,32.59,6.65,1.08,15.0,2.0,-1.803666667,Highly risky,5.212768358
K R B L Ltd.,KRBL,Other agricultural products,17359.75,31-03-2023,81397.82,29.77,11.62,1.74,1.16,16.0,2.0,3.22075,Investment Worthy,2.436333636
K S B Ltd.,KSB,General purpose machinery,17359.75,31-03-2023,72915.47,51.13,40.97,6.44,0.9,17.0,2.0,1.583,Non risky,4.750679201
Kalpataru Projects Intl. Ltd.,KPIL,Infrastructural construction,17359.75,31-03-2023,86786.86,29.59,18.06,1.63,1.22,17.0,2.0,2.861647059,Non risky,1.22920767
Kalyan Jewellers India Ltd.,KALYANKJIL,Gems & jewellery,17359.75,31-03-2023,108516.09,4.1,25.7,2.96,0.88,20.0,3.5,0.399285714,Moderately risky,2.954825724
Kei Industries Ltd.,KEI,Wires & cables,17359.75,31-03-2023,153205.38,52.36,32.44,5.92,1.37,16.5,2.0,1.939939394,Non risky,5.678298633
L & T Technology Services Ltd.,LTTS,Business services & consultancy,17359.75,31-03-2023,356802.39,105.38,32.06,7.61,1.05,18.5,2.5,7.711027027,Investment Worthy,5.574070382
L I C Housing Finance Ltd.,LICHSGFIN,Housing finance services,17359.75,31-03-2023,180833.21,52.56,6.26,0.67,1.46,15.0,2.0,6.043666667,Investment Worthy,0.570291846
La Opala R G Ltd.,LAOPALA,Other consumer goods,17359.75,31-03-2023,37684.5,11.08,30.64,4.53,0.95,16.0,2.0,-1.022,Moderately risky,3.962031276
Laxmi Organic Inds. Ltd.,LXCHEM,Organic chemicals,17359.75,31-03-2023,59068.0,4.99,44.67,4.16,1.52,20.0,3.0,-1.641166667,Highly risky,3.075777652
Ltimindtree Ltd.,LTIM,Computer software,17359.75,31-03-2023,1408012.89,140.22,33.94,8.8,0.88,30.0,5.0,13.25066667,Investment Worthy,5.880855083
M A S Financial Services Ltd.,MASFIN,Other fund based financial services,17359.75,31-03-2023,43811.63,36.29,22.08,2.91,1.29,15.0,1.8,2.250333333,Non risky,0.775278191
M R F Ltd.,MRF,Tyres & tubes,17359.75,31-03-2023,356456.19,1803.17,46.61,2.46,0.78,16.5,2.2,178.5939697,Investment Worthy,2.167679241
Macrotech Developers Ltd.,LODHA,Housing construction,17359.75,31-03-2023,448208.19,30.81,30.2,3.69,1.71,17.0,2.0,0.749529412,Moderately risky,1.273090032
Mangalore Refinery & Petrochemicals Ltd.,MRPL,Refinery,17359.75,31-03-2023,92099.07,14.57,3.61,0.94,1.06,12.0,1.5,2.4695,Non risky,3.831810194
Max Healthcare Institute Ltd.,MAXHEALTH,Health services,17359.75,31-03-2023,428274.06,7.15,61.68,6.11,0.65,22.0,3.0,-1.77530303,Highly risky,4.161662743
Mazagon Dock Shipbuilders Ltd.,MAZDOCK,Other transport equipment & ancillaries,17359.75,31-03-2023,133730.55,53.24,12.45,3.2,1.5,16.0,2.0,4.445875,Investment Worthy,1.043499694
Mphasis Ltd.,MPHASIS,Computer software,17359.75,31-03-2023,338319.38,74.96,23.96,6.75,0.67,30.0,5.0,7.677333333,Investment Worthy,5.506875927
Multi Commodity Exchange Of India Ltd.,MCX,Other fee based financial services,17359.75,31-03-2023,77339.03,25.44,59.6,4.85,0.97,15.0,2.0,-1.824333333,Highly risky,1.901089253
N B C C (India) Ltd.,NBCC,Housing construction,17359.75,31-03-2023,63810.0,1.26,28.1,3.33,1.74,17.0,2.0,-1.931941176,Highly risky,1.470937748
N C C Ltd.,NCC,Infrastructural construction,17359.75,31-03-2023,66614.52,8.3,12.79,1.05,1.93,17.0,2.0,0.622647059,Moderately risky,1.37922998
N H P C Ltd.,NHPC,Conventional electricity,17359.75,31-03-2023,403810.4,3.22,12.48,1.14,0.6,15.0,1.8,1.256666667,Non risky,0.791058891
N L C India Ltd.,NLCINDIA,Conventional electricity,17359.75,31-03-2023,106979.01,4.68,16.5,0.73,0.85,15.0,1.8,1.112444444,Non risky,0.831525105
N M D C Ltd.,NMDC,Minerals,17359.75,31-03-2023,326909.08,15.23,7.32,1.46,1.24,14.0,1.6,1.847642857,Non risky,0.605269623
N T P C Ltd.,NTPC,Conventional electricity,17359.75,31-03-2023,1697886.24,12.71,13.77,1.22,0.81,15.0,1.8,1.865222222,Non risky,1.034169012
National Aluminium Co. Ltd.,NATIONALUM,Aluminium & aluminium products,17359.75,31-03-2023,143991.93,7.84,10.0,1.09,1.2,14.5,1.8,1.288789272,Non risky,0.891738564
Navin Fluorine Intl. Ltd.,NAVINFLUOR,Inorganic chemicals,17359.75,31-03-2023,211698.64,62.36,68.49,9.89,0.91,20.0,2.5,0.9455,Non risky,5.206224756
Nippon Life India Asset Mgmt. Ltd.,NAM-INDIA,Asset management services (mutual funds),17359.75,31-03-2023,130898.0,11.47,18.32,3.84,1.23,18.0,2.5,0.363222222,Moderately risky,3.284181364
Nocil Ltd.,NOCIL,Other chemical products,17359.75,31-03-2023,34436.75,8.86,23.33,2.24,1.38,20.0,3.0,0.592833333,Moderately risky,2.073857101
Oil & Natural Gas Corpn. Ltd.,ONGC,Crude oil & natural gas,17359.75,31-03-2023,1900251.17,34.26,4.41,0.74,1.06,12.0,1.5,4.505166667,Investment Worthy,0.967850675
P C B L Ltd.,PCBL,Inorganic chemicals,17359.75,31-03-2023,43823.41,11.79,9.85,1.55,1.38,20.0,2.5,1.6865,Non risky,1.910732492
P I Industries Ltd.,PIIND,Pesticides,17359.75,31-03-2023,459736.24,80.23,37.77,6.48,0.99,18.0,2.0,4.694666667,Investment Worthy,3.841330725
P N C Infratech Ltd.,PNCINFRA,Infrastructural construction,17359.75,31-03-2023,74114.16,23.84,12.12,1.88,1.49,17.0,2.0,2.241058824,Non risky,2.37955468
Patanjali Foods Ltd.,PATANJALI,Vegetable oils & products,17359.75,31-03-2023,350845.41,24.49,39.58,6.27,-0.17,14.5,1.8,-0.593988506,Moderately risky,4.052556888
Petronet L N G Ltd.,PETRONET,Natural gas trading & distribution,17359.75,31-03-2023,343275.02,21.6,10.6,2.3,0.71,14.5,1.7,2.366024341,Non risky,3.622548209
Phoenix Mills Ltd.,PHOENIXLTD,Other construction & allied activities,17359.75,31-03-2023,232361.32,13.55,96.03,4.8,0.93,16.0,2.0,-4.976875,Highly risky,3.651880418
Polycab India Ltd.,POLYCAB,Wires & cables,17359.75,31-03-2023,431331.49,84.01,34.28,6.53,1.02,16.5,2.0,5.038424242,Investment Worthy,6.626249075
Power Finance Corpn. Ltd.,PFC,Infrastructure finance services,17359.75,31-03-2023,400632.35,42.44,3.58,0.59,1.2,15.0,2.0,5.510333333,Investment Worthy,0.600740687
Power Grid Corpn. Of India Ltd.,POWERGRID,Electricity transmission,17359.75,31-03-2023,1574359.71,21.86,10.32,1.9,0.54,15.0,2.0,3.008,Non risky,0.990268386
Praj Industries Ltd.,PRAJIND,Industrial machinery,17359.75,31-03-2023,62646.16,12.71,26.83,5.88,1.3,17.0,2.2,-1.279962567,Moderately risky,3.921729441
Prince Pipes & Fittings Ltd.,PRINCEPIPE,"Plastic tubes, pipes, fittings & sheets",17359.75,31-03-2023,59979.39,10.91,49.71,4.4,1.4,17.5,2.3,-2.062614907,Highly risky,3.617937762
Privi Speciality Chemicals Ltd.,PRIVISCL,Inorganic chemicals,17359.75,31-03-2023,41078.34,5.9,178.37,4.99,0.85,20.0,2.5,-8.1745,Highly risky,2.123173413
Procter & Gamble Hygiene & Health Care Ltd.,PGHH,"Cosmetics, toiletries, soaps & detergents",17359.75,31-03-2023,433014.86,158.56,84.13,54.55,0.41,18.0,2.5,-8.047888889,Highly risky,22.28412862
R B L Bank Ltd.,RBLBANK,Banking services,17359.75,31-03-2023,84599.05,11.03,12.79,0.62,1.8,12.5,1.5,0.866466667,Non risky,-0.001361467
R E C Ltd.,RECLTD,Infrastructure finance services,17359.75,31-03-2023,304005.71,41.43,2.79,0.53,1.19,15.0,2.0,5.502,Investment Worthy,0.588703451
R H I Magnesita India Ltd.,RHIM,Diversified non-financial services,17359.75,31-03-2023,118494.09,12.49,50.47,5.22,1.15,18.0,2.5,-1.792888889,Highly risky,2.232369752
Ramco Cements Ltd.,RAMCOCEM,Cement,17359.75,31-03-2023,178790.63,14.54,52.03,2.63,1.04,17.5,2.5,-0.611142857,Moderately risky,1.812553143
Rashtriya Chemicals & Fertilizers Ltd.,RCF,Fertilisers,17359.75,31-03-2023,52603.46,15.07,6.33,1.14,1.61,12.0,1.4,1.555214286,Non risky,1.863566433
Redington Ltd.,REDINGTON,Wholesale trading,17359.75,31-03-2023,130247.1,13.71,12.15,4.19,1.12,18.5,2.5,0.918243243,Non risky,4.6237573
Relaxo Footwears Ltd.,RELAXO,Footwear,17359.75,31-03-2023,211834.29,6.27,135.63,11.42,0.76,16.0,2.0,-11.319875,Highly risky,6.410526743
Rites Ltd.,RITES,Diversified non-financial services,17359.75,31-03-2023,85199.03,21.71,16.33,3.4,0.8,18.0,2.5,2.103777778,Non risky,1.348727903
Rossari Biotech Ltd.,ROSSARI,Other chemical products,17359.75,31-03-2023,32878.19,12.67,47.06,3.83,0.73,20.0,3.0,-0.092666667,Moderately risky,2.999530128
Route Mobile Ltd.,ROUTE,Other miscellaneous services,17359.75,31-03-2023,85291.19,14.39,94.95,7.52,0.92,18.0,2.5,-4.764,Highly risky,4.684410731
S B I Cards & Payment Services Ltd.,SBICARD,Other fund based financial services,17359.75,31-03-2023,700284.26,17.65,41.94,7.12,0.84,15.0,1.8,-2.826555556,Highly risky,1.3157863
S I S Ltd.,SIS,Business services & consultancy,17359.75,31-03-2023,46728.15,13.05,24.56,4.94,0.59,18.5,2.5,0.411432432,Moderately risky,3.711165749
S J V N Ltd.,SJVN,Conventional electricity,17359.75,31-03-2023,130665.69,3.61,9.21,0.95,0.55,15.0,1.8,1.669222222,Non risky,1.125011447
S K F India Ltd.,SKFINDIA,Diversified non-financial services,17359.75,31-03-2023,210395.61,109.54,38.85,8.99,0.8,18.0,2.5,7.399666667,Investment Worthy,3.965685745
S R F Ltd.,SRF,Other chemical products,17359.75,31-03-2023,714932.21,65.45,36.85,7.73,1.07,20.0,3.0,4.055833333,Investment Worthy,3.7610132
Samvardhana Motherson Intl. Ltd.,MOTHERSON,Other automobile ancillaries,17359.75,31-03-2023,454697.87,1.24,54.02,1.45,1.78,16.0,2.0,-2.75725,Highly risky,1.265241326
Sheela Foam Ltd.,SFL,Rubber products,17359.75,31-03-2023,96970.47,19.66,50.55,6.95,0.7,16.5,2.0,-2.272636364,Highly risky,4.185719918
Shriram Finance Ltd.,SHRIRAMFIN,Auto finance services,17359.75,31-03-2023,471553.71,150.25,8.38,1.09,1.74,15.0,2.0,15.18133333,Investment Worthy,0.527288061
State Bank Of India,SBIN,Banking services,17359.75,31-03-2023,4674265.5,48.31,10.84,1.56,1.49,12.5,1.5,4.4338,Investment Worthy,0.047364814
Steel Authority Of India Ltd.,SAIL,Steel,17359.75,31-03-2023,341594.44,3.98,20.76,0.65,1.68,15.5,1.9,0.036539898,Moderately risky,0.794412369
Sterlite Technologies Ltd.,STLTECH,Wires & cables,17359.75,31-03-2023,58810.54,8.88,16.61,3.12,1.23,16.5,2.0,0.091333333,Moderately risky,1.415435159
Sumitomo Chemical India Ltd.,SUMICHEM,Pesticides,17359.75,31-03-2023,212686.0,9.76,43.65,8.94,0.88,18.0,2.0,-3.799,Highly risky,4.99330977
Sun Pharmaceutical Inds. Ltd.,SUNPHARMA,Drugs & pharmaceuticals,17359.75,31-03-2023,2358786.21,19.08,51.54,9.93,0.68,25.0,3.5,-0.670742857,Moderately risky,4.716310573
Sun T V Network Ltd.,SUNTV,Media-broadcasting,17359.75,31-03-2023,163880.09,42.65,9.75,1.79,1.18,18.0,2.5,4.827333333,Investment Worthy,1.780914704
Suven Pharmaceuticals Ltd.,SUVENPHAR,Drugs & pharmaceuticals,17359.75,31-03-2023,120256.49,16.91,27.94,6.87,1.15,25.0,3.5,0.460542857,Moderately risky,5.561245318
T C I Express Ltd.,TCIEXP,Road transport services,17359.75,31-03-2023,57197.38,36.45,40.96,9.59,1.06,15.0,2.0,-1.940666667,Highly risky,6.452647246
T T K Prestige Ltd.,TTKPRESTIG,Diversified manufacturing,17359.75,31-03-2023,96911.99,18.76,37.27,5.09,0.86,18.0,2.5,-0.090555556,Moderately risky,3.725070291
T V S Motor Co. Ltd.,TVSMOTOR,Two & three wheelers,17359.75,31-03-2023,511763.84,31.3,34.41,8.46,1.06,16.0,2.0,-1.310625,Moderately risky,5.187737144
Tata Consumer Products Ltd.,TATACONSUM,Tea,17359.75,31-03-2023,658529.91,10.54,67.25,5.17,0.93,14.0,1.7,-4.720747899,Highly risky,3.608394724
Tata Investment Corpn. Ltd.,TATAINVEST,Other fund based financial services,17359.75,31-03-2023,88273.61,47.62,36.64,0.45,0.9,15.0,1.8,4.169333333,Investment Worthy,0.391643174
Tata Power Co. Ltd.,TATAPOWER,Conventional electricity,17359.75,31-03-2023,607913.35,7.62,24.96,4.44,1.44,15.0,1.8,-1.808666667,Highly risky,1.667372889
Teamlease Services Ltd.,TEAMLEASE,Business services & consultancy,17359.75,31-03-2023,38287.36,44.08,50.81,4.92,0.82,18.5,2.5,1.873513514,Non risky,5.852701279
Tube Investments Of India Ltd.,TIINDIA,Steel pipes & tubes,17359.75,31-03-2023,491802.13,37.0,68.83,14.94,1.17,15.0,1.9,-6.921824561,Highly risky,5.855229459
Tv18 Broadcast Ltd.,TV18BRDCST,Media-broadcasting,17359.75,31-03-2023,49287.85,0.0,6941.95,1.59,1.45,18.0,2.5,-384.7498889,Highly risky,1.353620815
U P L Ltd.,UPL,Pesticides,17359.75,31-03-2023,538673.57,13.32,53.87,7.35,1.28,18.0,2.0,-3.615777778,Highly risky,2.350509664
U T I Asset Mgmt. Co. Ltd.,UTIAMC,Asset management services (mutual funds),17359.75,31-03-2023,81517.18,33.44,19.2,2.43,0.74,18.0,2.5,3.565333333,Investment Worthy,1.662084306
Uco Bank,UCOBANK,Banking services,17359.75,31-03-2023,290529.78,0.18,134.91,1.27,0.98,12.5,1.5,-9.601466667,Highly risky,0.103605056
Uflex Ltd.,UFLEX,Plastic films & flexible packaging,17359.75,31-03-2023,24230.56,31.6,10.62,0.83,1.36,17.0,2.2,3.79802139,Investment Worthy,1.490613017
Ultratech Cement Ltd.,ULTRACEMCO,Cement,17359.75,31-03-2023,2200410.62,164.45,46.35,4.14,1.03,17.5,2.5,14.11042857,Investment Worthy,2.361203877
Union Bank Of India,UNIONBANK,Banking services,17359.75,31-03-2023,454852.44,10.75,6.19,0.63,1.46,12.5,1.5,1.6998,Non risky,-0.005980659
Uno Minda Ltd.,UNOMINDA,Other automobile ancillaries,17359.75,31-03-2023,275619.6,7.14,67.34,8.86,1.12,16.0,2.0,-6.04475,Highly risky,5.441534848
V S T Industries Ltd.,VSTIND,Tobacco products,17359.75,31-03-2023,48573.33,200.36,15.7,4.12,0.76,15.0,2.0,19.16933333,Investment Worthy,2.875454371
Whirlpool Of India Ltd.,WHIRLPOOL,Air-conditioners & refrigerators,17359.75,31-03-2023,166842.8,13.97,94.14,5.37,0.67,15.0,2.0,-5.234,Highly risky,3.881018673
Z F Commercial Vehicle Control Systems India Ltd.,ZFCVINDIA,Other automobile ancillaries,17359.75,31-03-2023,197430.74,166.64,62.46,8.2,0.41,16.0,2.0,11.25025,Investment Worthy,7.284108752
Zydus Lifesciences Ltd.,ZYDUSLIFE,Drugs & pharmaceuticals,17359.75,31-03-2023,497548.94,16.24,30.26,3.65,0.67,25.0,3.5,1.700742857,Non risky,2.079341022
